recommender,neighbourhood,visits,share,run
popularity,Sant Andreu,6,0.0005521303027514493,3
popularity,Sant Antoni,18,0.001656390908254348,3
popularity,Sant Gervasi,90,0.00828195454127174,3
popularity,Sant Pere,402,0.0369927302843471,3
popularity,Sants,196,0.018036256556547343,3
popularity,Turo de la Peira,91,0.008373976258396981,3
popularity,Vallvidrera,75,0.006901628784393116,3
popularity,Vila de Gracia,205,0.01886445201067452,3
personalized,Barceloneta,634,0.05808520384791571,3
personalized,Born,453,0.041502519468621164,3
personalized,Collserola,110,0.010077874484654145,3
personalized,Diagonal Mar,530,0.04855703160787907,3
personalized,Dreta de l'Eixample,1043,0.09555657352267521,3
personalized,El Carmel,83,0.007604214383875401,3
personalized,El Clot,87,0.007970682546953734,3
personalized,Font de la Guatlla,241,0.022079706825469538,3
personalized,Fort Pienc,361,0.03307375171781952,3
personalized,Gotic,1278,0.11708657810352725,3
personalized,Guinardo,123,0.011268896014658726,3
personalized,Horta,41,0.0037562986715529087,3
personalized,La Bordeta,43,0.003939532753092075,3
personalized,La Guineueta,197,0.01804855703160788,3
personalized,La Maternitat,64,0.005863490609253321,3
personalized,La Salut,247,0.022629409070087037,3
personalized,Montjuic,478,0.043792945487860745,3
personalized,Pedralbes,91,0.008337150710032066,3
personalized,Poblenou,833,0.07631699496106276,3
personalized,Raval,657,0.060192395785616123,3
personalized,Raval/Gotic,726,0.06651397159871736,3
personalized,Sagrada Familia,287,0.02629409070087036,3
personalized,Sant Andreu,116,0.010627576729271644,3
personalized,Sant Antoni,235,0.02153000458085204,3
personalized,Sant Gervasi,195,0.017865322950068714,3
personalized,Sant Pere,826,0.07567567567567568,3
personalized,Sants,246,0.022537792029317452,3
personalized,Turo de la Peira,143,0.01310123683005039,3
personalized,Vallvidrera,159,0.01456710948236372,3
personalized,Vila de Gracia,388,0.03554741181859826,3
crowd_aware,Barceloneta,632,0.06079261254328588,3
crowd_aware,Born,362,0.03482108503270489,3
crowd_aware,Collserola,157,0.015101962293189688,3
crowd_aware,Diagonal Mar,511,0.04915352058484032,3
crowd_aware,Dreta de l'Eixample,965,0.0928241631396691,3
crowd_aware,El Carmel,111,0.010677183532127741,3
crowd_aware,El Clot,119,0.011446710273181993,3
crowd_aware,Font de la Guatlla,231,0.022220084647941517,3
crowd_aware,Fort Pienc,312,0.030011542901115813,3
crowd_aware,Gotic,1085,0.10436706425548288,3
crowd_aware,Guinardo,132,0.012697191227395151,3
crowd_aware,Horta,67,0.006444786456329357,3
crowd_aware,La Bordeta,56,0.005386687187379761,3
crowd_aware,La Guineueta,193,0.01856483262793382,3
crowd_aware,La Maternitat,134,0.012889572912658714,3
crowd_aware,La Salut,250,0.024047710657945365,3
crowd_aware,Montjuic,490,0.04713351288957291,3
crowd_aware,Pedralbes,83,0.00798383993843786,3
crowd_aware,Poblenou,731,0.07031550596383224,3
crowd_aware,Raval,634,0.060984994228549444,3
crowd_aware,Raval/Gotic,566,0.0544440169295883,3
crowd_aware,Sagrada Familia,293,0.028183916891111965,3
crowd_aware,Sant Andreu,175,0.016833397460561755,3
crowd_aware,Sant Antoni,235,0.02260484801846864,3
crowd_aware,Sant Gervasi,187,0.017987687572143134,3
crowd_aware,Sant Pere,736,0.07079646017699115,3
crowd_aware,Sants,214,0.02058484032320123,3
crowd_aware,Turo de la Peira,136,0.013081954597922277,3
crowd_aware,Vallvidrera,243,0.023374374759522892,3
crowd_aware,Vila de Gracia,356,0.034243939976914196,3
sustainable,Barceloneta,439,0.04094385375862712,3
sustainable,Born,375,0.03497481813094572,3
sustainable,Collserola,239,0.022290617422122738,3
sustainable,Diagonal Mar,491,0.045793695206118264,3
sustainable,Dreta de l'Eixample,637,0.05941055773176646,3
sustainable,El Carmel,141,0.01315053161723559,3
sustainable,El Clot,162,0.01510912143256855,3
sustainable,Font de la Guatlla,229,0.02135795560529752,3
sustainable,Fort Pienc,386,0.03600074612945346,3
sustainable,Gotic,808,0.0753590747994777,3
sustainable,Guinardo,211,0.019679164335012125,3
sustainable,Horta,162,0.01510912143256855,3
sustainable,La Bordeta,102,0.009513150531617236,3
sustainable,La Guineueta,362,0.03376235776907294,3
sustainable,La Maternitat,109,0.010166013803394889,3
sustainable,La Salut,231,0.021544487968662564,3
sustainable,Montjuic,513,0.047845551203133746,3
sustainable,Pedralbes,181,0.01688117888453647,3
sustainable,Poblenou,750,0.06994963626189143,3
sustainable,Raval,557,0.05194926319716471,3
sustainable,Raval/Gotic,377,0.03516135049431076,3
sustainable,Sagrada Familia,202,0.018839768699869426,3
sustainable,Sant Andreu,482,0.04495429957097556,3
sustainable,Sant Antoni,324,0.0302182428651371,3
sustainable,Sant Gervasi,209,0.019492631971647082,3
sustainable,Sant Pere,658,0.06136914754709942,3
sustainable,Sants,297,0.027700055959709008,3
sustainable,Turo de la Peira,274,0.025554933781011004,3
sustainable,Vallvidrera,266,0.02480880432755083,3
sustainable,Vila de Gracia,548,0.05110986756202201,3
random,Barceloneta,464,0.04231646146830825,4
random,Born,513,0.046785225718194254,4
random,Collserola,221,0.020155038759689922,4
random,Diagonal Mar,545,0.04970360237118103,4
random,Dreta de l'Eixample,541,0.04933880528955768,4
random,El Carmel,213,0.019425444596443228,4
random,El Clot,222,0.02024623803009576,4
random,Font de la Guatlla,231,0.02106703146374829,4
random,Fort Pienc,474,0.04322845417236662,4
random,Gotic,820,0.07478340173278614,4
random,Guinardo,106,0.009667122663018696,4
random,Horta,166,0.0151390788873689,4
random,La Bordeta,165,0.015047879616963064,4
random,La Guineueta,310,0.028271773825809393,4
random,La Maternitat,53,0.004833561331509348,4
random,La Salut,179,0.01632466940264478,4
random,Montjuic,515,0.04696762425900593,4
random,Pedralbes,181,0.016507067943456452,4
random,Poblenou,845,0.07706338349293206,4
random,Raval,836,0.07624259005927952,4
random,Raval/Gotic,442,0.040310077519379844,4
random,Sagrada Familia,136,0.012403100775193798,4
random,Sant Andreu,372,0.03392612859097127,4
random,Sant Antoni,241,0.021979024167806657,4
random,Sant Gervasi,275,0.025079799361605107,4
random,Sant Pere,618,0.05636114911080711,4
random,Sants,317,0.02891016871865025,4
random,Turo de la Peira,265,0.02416780665754674,4
random,Vallvidrera,242,0.022070223438212494,4
random,Vila de Gracia,457,0.041678066575467396,4
popularity,Barceloneta,709,0.06477843764275926,4
popularity,Born,219,0.020009136592051165,4
popularity,Collserola,17,0.0015532206486980357,4
popularity,Diagonal Mar,67,0.006121516674280493,4
popularity,Dreta de l'Eixample,1639,0.14974874371859295,4
popularity,El Carmel,15,0.0013704888076747374,4
popularity,El Clot,1,9.136592051164915e-05,4
popularity,Font de la Guatlla,97,0.008862494289629968,4
popularity,Fort Pienc,160,0.014618547281863865,4
popularity,Gotic,2332,0.21306532663316582,4
popularity,Guinardo,8,0.0007309273640931932,4
popularity,Horta,2,0.0001827318410232983,4
popularity,La Bordeta,0,0.0,4
popularity,La Guineueta,203,0.018547281863864777,4
popularity,La Maternitat,51,0.0046596619460941065,4
popularity,La Salut,980,0.08953860210141618,4
popularity,Montjuic,151,0.013796253997259022,4
popularity,Pedralbes,58,0.005299223389675651,4
popularity,Poblenou,371,0.03389675650982184,4
popularity,Raval,744,0.06797624486066697,4
popularity,Raval/Gotic,1263,0.11539515760621288,4
popularity,Sagrada Familia,788,0.07199634536317953,4
popularity,Sant Andreu,4,0.0003654636820465966,4
popularity,Sant Antoni,18,0.0016445865692096848,4
popularity,Sant Gervasi,93,0.008497030607583372,4
popularity,Sant Pere,402,0.03672910004568296,4
popularity,Sants,204,0.018638647784376426,4
popularity,Turo de la Peira,90,0.008222932846048425,4
popularity,Vallvidrera,75,0.006852444038373686,4
popularity,Vila de Gracia,184,0.016811329374143445,4
personalized,Barceloneta,607,0.05602732139560643,4
personalized,Born,467,0.04310503968986524,4
personalized,Collserola,108,0.009968617315857485,4
personalized,Diagonal Mar,542,0.05002769060365516,4
personalized,Dreta de l'Eixample,1044,0.09636330071995569,4
personalized,El Carmel,85,0.007845671035628577,4
personalized,El Clot,84,0.007753369023444711,4
personalized,Font de la Guatlla,250,0.0230755030459664,4
personalized,Fort Pienc,350,0.03230570426435296,4
personalized,Gotic,1282,0.1183311796197157,4
personalized,Guinardo,122,0.011260845486431604,4
personalized,Horta,39,0.0035997784751707587,4
personalized,La Bordeta,46,0.0042458925604578176,4
personalized,La Guineueta,181,0.016706664205279675,4
personalized,La Maternitat,58,0.0053535167066642055,4
personalized,La Salut,237,0.02187557688757615,4
personalized,Montjuic,458,0.042274321580210446,4
personalized,Pedralbes,84,0.007753369023444711,4
personalized,Poblenou,825,0.07614916005168913,4
personalized,Raval,672,0.06202695218755769,4
personalized,Raval/Gotic,731,0.06747277090640576,4
personalized,Sagrada Familia,286,0.026398375484585564,4
personalized,Sant Andreu,116,0.010707033413328411,4
personalized,Sant Antoni,240,0.022152482924127748,4
personalized,Sant Gervasi,199,0.018368100424589254,4
personalized,Sant Pere,804,0.07421081779582794,4
personalized,Sants,247,0.022798597009414806,4
personalized,Turo de la Peira,131,0.012091563596086395,4
personalized,Vallvidrera,149,0.013752999815395975,4
personalized,Vila de Gracia,390,0.03599778475170759,4
crowd_aware,Barceloneta,627,0.06063829787234042,4
crowd_aware,Born,375,0.0362669245647969,4
crowd_aware,Collserola,158,0.01528046421663443,4
crowd_aware,Diagonal Mar,494,0.047775628626692455,4
crowd_aware,Dreta de l'Eixample,960,0.09284332688588008,4
crowd_aware,El Carmel,110,0.010638297872340425,4
crowd_aware,El Clot,119,0.011508704061895551,4
crowd_aware,Font de la Guatlla,238,0.023017408123791102,4
crowd_aware,Fort Pienc,315,0.0304642166344294,4
crowd_aware,Gotic,1081,0.10454545454545454,4
crowd_aware,Guinardo,128,0.012379110251450677,4
crowd_aware,Horta,69,0.006673114119922631,4
crowd_aware,La Bordeta,59,0.005705996131528047,4
crowd_aware,La Guineueta,183,0.01769825918762089,4
crowd_aware,La Maternitat,131,0.012669245647969053,4
crowd_aware,La Salut,246,0.02379110251450677,4
crowd_aware,Montjuic,481,0.0465183752417795,4
crowd_aware,Pedralbes,84,0.008123791102514507,4
crowd_aware,Poblenou,712,0.06885880077369438,4
crowd_aware,Raval,630,0.0609284332688588,4
crowd_aware,Raval/Gotic,567,0.05483558994197292,4
crowd_aware,Sagrada Familia,301,0.029110251450676982,4
crowd_aware,Sant Andreu,171,0.01653771760154739,4
crowd_aware,Sant Antoni,235,0.022727272727272728,4
crowd_aware,Sant Gervasi,189,0.01827852998065764,4
crowd_aware,Sant Pere,728,0.07040618955512573,4
crowd_aware,Sants,214,0.0206963249516441,4
crowd_aware,Turo de la Peira,141,0.013636363636363636,4
crowd_aware,Vallvidrera,245,0.023694390715667313,4
crowd_aware,Vila de Gracia,349,0.033752417794970985,4
sustainable,Barceloneta,432,0.040651171544179916,4
sustainable,Born,383,0.03604027477180766,4
sustainable,Collserola,238,0.022395784322950973,4
sustainable,Diagonal Mar,478,0.04497976851416204,4
sustainable,Dreta de l'Eixample,614,0.05777735955584831,4
sustainable,El Carmel,141,0.013268090712336502,4
sustainable,El Clot,164,0.015432389197327562,4
sustainable,Font de la Guatlla,230,0.021642984849910604,4
sustainable,Fort Pienc,385,0.03622847464006775,4
sustainable,Gotic,832,0.07829114519619837,4
sustainable,Guinardo,209,0.019666886233179637,4
sustainable,Horta,162,0.01524418932906747,4
sustainable,La Bordeta,99,0.009315893478874565,4
sustainable,La Guineueta,350,0.032934976945516135,4
sustainable,La Maternitat,111,0.010445092688435118,4
sustainable,La Salut,223,0.020984285311000283,4
sustainable,Montjuic,490,0.046108967723722596,4
sustainable,Pedralbes,180,0.0169379881434083,4
sustainable,Poblenou,718,0.06756375270537311,4
sustainable,Raval,572,0.05382516232238638,4
sustainable,Raval/Gotic,380,0.03575797496941752,4
sustainable,Sagrada Familia,204,0.019196386562529408,4
sustainable,Sant Andreu,481,0.045262068316552176,4
sustainable,Sant Antoni,320,0.030111978921614754,4
sustainable,Sant Gervasi,209,0.019666886233179637,4
sustainable,Sant Pere,638,0.06003575797496942,4
sustainable,Sants,298,0.02804178037075374,4
sustainable,Turo de la Peira,261,0.024560082807942033,4
sustainable,Vallvidrera,284,0.026724381292933096,4
sustainable,Vila de Gracia,541,0.050908064364354945,4
random,Barceloneta,483,0.043901108889292856,5
random,Born,508,0.046173423013997454,5
random,Collserola,232,0.02108707507725868,5
random,Diagonal Mar,514,0.04671877840392656,5
random,Dreta de l'Eixample,542,0.04926377022359571,5
random,El Carmel,202,0.01836029812761316,5
random,El Clot,220,0.01999636429740047,5
random,Font de la Guatlla,218,0.019814579167424105,5
random,Fort Pienc,475,0.04317396836938738,5
random,Gotic,847,0.07698600254499181,5
random,Guinardo,130,0.011816033448463915,5
random,Horta,173,0.015724413742955825,5
random,La Bordeta,152,0.013815669878203964,5
random,La Guineueta,327,0.02972186875113616,5
random,La Maternitat,61,0.005544446464279222,5
random,La Salut,165,0.014997273223050354,5
random,Montjuic,526,0.04780948918378477,5
random,Pedralbes,198,0.017996727867660427,5
random,Poblenou,820,0.07453190329031086,5
random,Raval,843,0.07662243228503908,5
random,Raval/Gotic,439,0.03990183602981276,5
random,Sagrada Familia,137,0.012452281403381204,5
random,Sant Andreu,409,0.037175059080167244,5
random,Sant Antoni,229,0.02081439738229413,5
random,Sant Gervasi,250,0.02272314124704599,5
random,Sant Pere,596,0.05417196873295765,5
random,Sants,327,0.02972186875113616,5
random,Turo de la Peira,260,0.02363206689692783,5
random,Vallvidrera,260,0.02363206689692783,5
random,Vila de Gracia,459,0.04171968732957644,5
popularity,Barceloneta,699,0.06406378883695353,5
popularity,Born,247,0.022637705068279716,5
popularity,Collserola,7,0.0006415543946476034,5
popularity,Diagonal Mar,57,0.005224085784987627,5
popularity,Dreta de l'Eixample,1637,0.15003207771973237,5
popularity,El Carmel,15,0.0013747594171020072,5
popularity,El Clot,3,0.00027495188342040145,5
popularity,Font de la Guatlla,83,0.007607002107964439,5
popularity,Fort Pienc,131,0.012006232242690863,5
popularity,Gotic,2307,0.2114379983502887,5
popularity,Guinardo,11,0.0010081569058748051,5
popularity,Horta,1,9.165062780680047e-05,5
popularity,La Bordeta,0,0.0,5
popularity,La Guineueta,177,0.016222161121803684,5
popularity,La Maternitat,56,0.005132435157180827,5
popularity,La Salut,981,0.08990926587847127,5
popularity,Montjuic,175,0.016038859866190084,5
popularity,Pedralbes,63,0.00577398955182843,5
popularity,Poblenou,368,0.03372743103290258,5
popularity,Raval,745,0.06827971771606635,5
popularity,Raval/Gotic,1262,0.1156630922921822,5
popularity,Sagrada Familia,796,0.07295389973421318,5
popularity,Sant Andreu,6,0.0005499037668408029,5
popularity,Sant Antoni,17,0.001558060672715608,5
popularity,Sant Gervasi,98,0.008981761525066446,5
popularity,Sant Pere,422,0.038676564934469804,5
popularity,Sants,192,0.017596920538905693,5
popularity,Turo de la Peira,82,0.007515351480157639,5
popularity,Vallvidrera,64,0.00586564017963523,5
popularity,Vila de Gracia,209,0.0191549812116213,5
personalized,Barceloneta,607,0.056037666174298374,5
personalized,Born,461,0.04255908419497784,5
personalized,Collserola,100,0.009231905465288036,5
personalized,Diagonal Mar,519,0.047913589364844904,5
personalized,Dreta de l'Eixample,1039,0.0959194977843427,5
personalized,El Carmel,81,0.007477843426883309,5
personalized,El Clot,76,0.007016248153618907,5
personalized,Font de la Guatlla,246,0.022710487444608567,5
personalized,Fort Pienc,356,0.03286558345642541,5
personalized,Gotic,1334,0.12315361890694239,5
personalized,Guinardo,117,0.010801329394387,5
personalized,Horta,42,0.003877400295420975,5
personalized,La Bordeta,44,0.004062038404726735,5
personalized,La Guineueta,175,0.01615583456425406,5
personalized,La Maternitat,57,0.0052621861152141805,5
personalized,La Salut,231,0.02132570162481536,5
personalized,Montjuic,468,0.043205317577548,5
personalized,Pedralbes,86,0.00793943870014771,5
personalized,Poblenou,820,0.07570162481536188,5
personalized,Raval,686,0.06333087149187593,5
personalized,Raval/Gotic,736,0.06794682422451995,5
personalized,Sagrada Familia,287,0.026495568685376662,5
personalized,Sant Andreu,121,0.011170605612998524,5
personalized,Sant Antoni,238,0.021971935007385524,5
personalized,Sant Gervasi,180,0.016617429837518464,5
personalized,Sant Pere,804,0.0742245199409158,5
personalized,Sants,240,0.022156573116691284,5
personalized,Turo de la Peira,130,0.012001477104874446,5
personalized,Vallvidrera,147,0.013570901033973412,5
personalized,Vila de Gracia,404,0.03729689807976366,5
crowd_aware,Barceloneta,624,0.060418280402788536,5
crowd_aware,Born,366,0.03543764523625097,5
crowd_aware,Collserola,150,0.014523625096824167,5
crowd_aware,Diagonal Mar,487,0.047153369481022465,5
crowd_aware,Dreta de l'Eixample,961,0.09304802478698683,5
crowd_aware,El Carmel,111,0.010747482571649885,5
crowd_aware,El Clot,116,0.011231603408210689,5
crowd_aware,Font de la Guatlla,232,0.022463206816421378,5
crowd_aware,Fort Pienc,311,0.030112316034082105,5
crowd_aware,Gotic,1102,0.10670023237800155,5
crowd_aware,Guinardo,125,0.01210302091402014,5
crowd_aware,Horta,71,0.006874515879163439,5
crowd_aware,La Bordeta,57,0.005518977536793183,5
crowd_aware,La Guineueta,187,0.01810611928737413,5
crowd_aware,La Maternitat,127,0.012296669248644462,5
crowd_aware,La Salut,246,0.023818745158791635,5
crowd_aware,Montjuic,481,0.046572424477149495,5
crowd_aware,Pedralbes,86,0.008326878388845856,5
crowd_aware,Poblenou,732,0.07087529047250193,5
crowd_aware,Raval,628,0.06080557707203718,5
crowd_aware,Raval/Gotic,566,0.05480247869868319,5
crowd_aware,Sagrada Familia,299,0.028950426026336174,5
crowd_aware,Sant Andreu,167,0.016169635941130907,5
crowd_aware,Sant Antoni,234,0.0226568551510457,5
crowd_aware,Sant Gervasi,180,0.017428350116189,5
crowd_aware,Sant Pere,734,0.07106893880712625,5
crowd_aware,Sants,222,0.02149496514329977,5
crowd_aware,Turo de la Peira,134,0.012974438419829589,5
crowd_aware,Vallvidrera,233,0.02256003098373354,5
crowd_aware,Vila de Gracia,359,0.034759876065065844,5
sustainable,Barceloneta,428,0.039951460841967705,5
sustainable,Born,407,0.03799122561374031,5
sustainable,Collserola,227,0.021189209371791282,5
sustainable,Diagonal Mar,479,0.04471203211051993,5
sustainable,Dreta de l'Eixample,623,0.05815364510407916,5
sustainable,El Carmel,141,0.013161579389526744,5
sustainable,El Clot,165,0.015401848221786614,5
sustainable,Font de la Guatlla,234,0.021842621114533743,5
sustainable,Fort Pienc,396,0.03696443573228787,5
sustainable,Gotic,857,0.0799962662186129,5
sustainable,Guinardo,205,0.0191356296088864,5
sustainable,Horta,164,0.015308503687109119,5
sustainable,La Bordeta,101,0.009427798002426957,5
sustainable,La Guineueta,348,0.032483898067768135,5
sustainable,La Maternitat,109,0.010174554279846915,5
sustainable,La Salut,226,0.021095864837113787,5
sustainable,Montjuic,492,0.04592551106132736,5
sustainable,Pedralbes,183,0.01708204984598152,5
sustainable,Poblenou,743,0.06935498926537852,5
sustainable,Raval,555,0.05180621674600952,5
sustainable,Raval/Gotic,360,0.033604032483898066,5
sustainable,Sagrada Familia,202,0.018855596004853915,5
sustainable,Sant Andreu,490,0.04573882199197237,5
sustainable,Sant Antoni,328,0.030617007374218238,5
sustainable,Sant Gervasi,204,0.019042285074208905,5
sustainable,Sant Pere,654,0.06104732567908149,5
sustainable,Sants,306,0.028563427611313356,5
sustainable,Turo de la Peira,254,0.023709511808083637,5
sustainable,Vallvidrera,274,0.025576402501633528,5
sustainable,Vila de Gracia,558,0.052086250350042,5
random,Barceloneta,524,0.04786262331019364,6
random,Born,459,0.04192546583850932,6
random,Collserola,237,0.02164778955060285,6
random,Diagonal Mar,545,0.049780781877968576,6
random,Dreta de l'Eixample,518,0.04731457800511509,6
random,El Carmel,205,0.018724881256850567,6
random,El Clot,194,0.01772013153087322,6
random,Font de la Guatlla,218,0.019912312751187433,6
random,Fort Pienc,485,0.044300328827183044,6
random,Gotic,798,0.07289002557544758,6
random,Guinardo,107,0.009773474607234198,6
random,Horta,164,0.014979905005480453,6
random,La Bordeta,167,0.01525392765801973,6
random,La Guineueta,331,0.030233832663500184,6
random,La Maternitat,60,0.005480453050785532,6
random,La Salut,172,0.015710632078918523,6
random,Montjuic,510,0.046583850931677016,6
random,Pedralbes,175,0.0159846547314578,6
random,Poblenou,832,0.07599561563755937,6
random,Raval,837,0.07645232005845816,6
random,Raval/Gotic,468,0.04274753379612715,6
random,Sagrada Familia,124,0.0113262696382901,6
random,Sant Andreu,367,0.0335221044939715,6
random,Sant Antoni,265,0.0242053343076361,6
random,Sant Gervasi,238,0.021739130434782608,6
random,Sant Pere,603,0.055078553160394596,6
random,Sants,298,0.02721958348556814,6
random,Turo de la Peira,270,0.024662038728534893,6
random,Vallvidrera,291,0.026580197296309827,6
random,Vila de Gracia,486,0.044391669711362804,6
popularity,Barceloneta,700,0.06470696986503975,6
popularity,Born,212,0.01959696801626918,6
popularity,Collserola,13,0.0012017008689221668,6
popularity,Diagonal Mar,57,0.005268996117581808,6
popularity,Dreta de l'Eixample,1615,0.14928822333148456,6
popularity,El Carmel,14,0.001294139397300795,6
popularity,El Clot,0,0.0,6
popularity,Font de la Guatlla,76,0.007025328156775744,6
popularity,Fort Pienc,160,0.014790164540580514,6
popularity,Gotic,2282,0.21094472176002957,6
popularity,Guinardo,15,0.0013865779256794233,6
popularity,Horta,3,0.00027731558513588466,6
popularity,La Bordeta,1,9.243852837862822e-05,6
popularity,La Guineueta,218,0.02015159918654095,6
popularity,La Maternitat,53,0.004899242004067295,6
popularity,La Salut,955,0.08827879460158994,6
popularity,Montjuic,158,0.014605287483823257,6
popularity,Pedralbes,56,0.00517655758920318,6
popularity,Poblenou,398,0.036790534294694026,6
popularity,Raval,737,0.068127195415049,6
popularity,Raval/Gotic,1232,0.11388426696246996,6
popularity,Sagrada Familia,779,0.07200961360695138,6
popularity,Sant Andreu,3,0.00027731558513588466,6
popularity,Sant Antoni,20,0.0018487705675725643,6
popularity,Sant Gervasi,83,0.0076723978554261415,6
popularity,Sant Pere,395,0.03651321870955814,6
popularity,Sants,195,0.018025513033832503,6
popularity,Turo de la Peira,103,0.009521168422998705,6
popularity,Vallvidrera,90,0.008319467554076539,6
popularity,Vila de Gracia,195,0.018025513033832503,6
personalized,Barceloneta,610,0.05638229041501063,6
personalized,Born,459,0.042425362787688325,6
personalized,Collserola,116,0.01072187817728071,6
personalized,Diagonal Mar,522,0.048248451797763194,6
personalized,Dreta de l'Eixample,1023,0.09455587392550144,6
personalized,El Carmel,81,0.007486828727239116,6
personalized,El Clot,80,0.007394398742952214,6
personalized,Font de la Guatlla,243,0.022460486181717348,6
personalized,Fort Pienc,361,0.033367224327571866,6
personalized,Gotic,1288,0.11904981976153065,6
personalized,Guinardo,121,0.011184028098715224,6
personalized,Horta,37,0.003419909418615399,6
personalized,La Bordeta,45,0.00415934929291062,6
personalized,La Guineueta,193,0.017838986967372215,6
personalized,La Maternitat,61,0.005638229041501063,6
personalized,La Salut,239,0.022090766244569737,6
personalized,Montjuic,463,0.04279508272483594,6
personalized,Pedralbes,81,0.007486828727239116,6
personalized,Poblenou,834,0.07708660689527683,6
personalized,Raval,663,0.06128107958221647,6
personalized,Raval/Gotic,752,0.0695073481837508,6
personalized,Sagrada Familia,276,0.02551067566318514,6
personalized,Sant Andreu,118,0.010906738145854515,6
personalized,Sant Antoni,237,0.021905906275995934,6
personalized,Sant Gervasi,196,0.018116276920232925,6
personalized,Sant Pere,780,0.07209538774378409,6
personalized,Sants,243,0.022460486181717348,6
personalized,Turo de la Peira,136,0.012570477863018764,6
personalized,Vallvidrera,161,0.01488122747019133,6
personalized,Vila de Gracia,400,0.03697199371476107,6
crowd_aware,Barceloneta,613,0.059456838021338505,6
crowd_aware,Born,370,0.03588748787584869,6
crowd_aware,Collserola,157,0.015227934044616876,6
crowd_aware,Diagonal Mar,506,0.049078564500484964,6
crowd_aware,Dreta de l'Eixample,952,0.09233753637245393,6
crowd_aware,El Carmel,108,0.010475266731328807,6
crowd_aware,El Clot,111,0.010766246362754608,6
crowd_aware,Font de la Guatlla,235,0.02279340446168768,6
crowd_aware,Fort Pienc,324,0.03142580019398642,6
crowd_aware,Gotic,1080,0.10475266731328807,6
crowd_aware,Guinardo,126,0.012221144519883608,6
